RULE 1: IF v_Nc <= 31.075800 AND m_htBleed <= 392.362500 THEN 0 healthy, COVERING: 0.3551751805295534, ERROR: 0.05226223453370268
RULE 2: IF m_htBleed > 394.187500 THEN 1 fault, COVERING: 0.33850415512465376, ERROR: 0.03601676027458322
RULE 3: IF m_Nc > 9038.825000 AND m_Nc <= 9050.485000 AND v_Nc <= 20.713200 THEN 0 healthy, COVERING: 0.16011411250780067, ERROR: 0.0384118190212373
RULE 4: IF v_Nc > 37.383950 AND m_htBleed > 392.112500 AND m_htBleed <= 394.187500 THEN 1 fault, COVERING: 0.15198522622345337, ERROR: 0.04573415351698315
RULE 5: IF v_Nc > 10.704950 AND v_Nc <= 56.961450 AND v_phi > 0.139055 AND m_htBleed > 392.162500 AND m_htBleed <= 394.187500 THEN 1 fault, COVERING: 0.13425669436749768, ERROR: 0.04983507176606936
RULE 6: IF v_phi <= 0.155131 AND m_htBleed > 392.362500 AND m_htBleed <= 392.687500 THEN 0 healthy, COVERING: 0.12668271373807613, ERROR: 0.05133887349953832
RULE 7: IF v_Nc > 7.982995 AND v_Nc <= 31.071950 AND v_phi <= 0.083892 AND m_htBleed > 392.687500 AND m_W31 > 38.764250 THEN 0 healthy, COVERING: 0.11010073994829277, ERROR: 0.043213296398891966
RULE 8: IF v_Nc <= 37.473650 AND v_phi <= 0.136826 AND m_htBleed <= 394.212500 AND m_W31 <= 38.764250 THEN 1 fault, COVERING: 0.11191135734072022, ERROR: 0.05081572612998128
RULE 9: IF m_Nc > 9048.405000 AND v_phi > 0.082175 AND v_phi <= 0.142962 AND m_htBleed > 392.687500 AND m_htBleed <= 393.037500 THEN 0 healthy, COVERING: 0.09833288758134974, ERROR: 0.04376731301939058
RULE 10: IF s_htBleed <= -0.495773 AND m_W31 <= 38.896400 THEN 1 fault, COVERING: 0.08790397045244691, ERROR: 0.0471605598644914
RULE 11: IF s_os2 > -0.489377 AND s_os2 <= 0.344863 AND m_Nc > 9044.140000 AND m_Nc <= 9059.415000 AND v_phi > 0.084476 AND v_phi <= 0.242355 AND m_htBleed > 393.037500 AND s_htBleed <= 0.606982 AND m_W31 > 38.731750 THEN 0 healthy, COVERING: 0.08674333600784523, ERROR: 0.04118190212373038
RULE 12: IF v_Nc <= 46.107050 AND v_phi > 0.092241 AND m_htBleed <= 394.487500 AND s_htBleed <= -0.382559 THEN 0 healthy, COVERING: 0.08299901934563608, ERROR: 0.031578947368421054
RULE 13: IF m_Nc > 9051.905000 AND m_Nc <= 9085.915000 AND v_phi > 0.104870 AND m_htBleed <= 394.462500 AND s_htBleed > -0.514448 AND s_htBleed <= -0.175634 THEN 0 healthy, COVERING: 0.07274672372292057, ERROR: 0.04653739612188366
