RULE 1: IF m_htBleed > 352.537500 AND s_htBleed > -0.135358 AND m_W31 <= 22.835900 THEN 1 fault, COVERING: 0.08831725616291533, ERROR: 0.04854068548248479
RULE 2: IF v_phi > 17099.850000 AND m_htBleed > 354.587500 THEN 1 fault, COVERING: 0.08410146480886031, ERROR: 0.05012203925882636
RULE 3: IF m_Nc > 8383.420000 AND v_Nc <= 87751.600000 AND v_phi <= 17822.900000 THEN 0 healthy, COVERING: 0.07463302279212074, ERROR: 0.048946052161486245
RULE 4: IF s_os2 > -1.160560 AND v_Nc <= 136338.500000 AND m_htBleed > 344.612500 AND m_htBleed <= 346.537500 AND m_W31 > 19.859850 AND m_W31 <= 21.493850 THEN 0 healthy, COVERING: 0.07494241809618757, ERROR: 0.05080385852090032
RULE 5: IF m_Nc <= 8610.920000 AND v_phi > 23427.950000 THEN 0 healthy, COVERING: 0.07164220151947472, ERROR: 0.049517684887459806
RULE 6: IF s_os2 <= -0.704857 AND v_phi > 13289.450000 AND m_htBleed > 340.912500 AND m_htBleed <= 345.512500 AND s_htBleed <= 0.387989 AND m_W31 > 18.924400 AND m_W31 <= 20.079900 THEN 0 healthy, COVERING: 0.06868575750283612, ERROR: 0.04937477670596642
RULE 7: IF v_Nc > 91155.850000 AND v_Nc <= 128119.000000 AND m_htBleed > 351.087500 AND m_htBleed <= 352.512500 AND s_htBleed > -0.132284 THEN 1 fault, COVERING: 0.06745266166488031, ERROR: 0.0495032486506927
RULE 8: IF s_os2 > -1.033810 AND s_os2 <= -0.688006 AND m_Nc > 8437.460000 AND v_Nc > 100440.000000 AND v_Nc <= 141137.500000 AND v_phi > 16128.950000 AND m_htBleed <= 346.262500 AND s_htBleed > 0.200052 AND s_htBleed <= 0.481275 AND m_W31 <= 21.068500 THEN 0 healthy, COVERING: 0.06627934958231634, ERROR: 0.05173276170060736
RULE 9: IF m_htBleed > 341.012500 AND m_htBleed <= 343.162500 AND m_W31 > 18.496250 THEN 0 healthy, COVERING: 0.06383856440578912, ERROR: 0.04180064308681672
RULE 10: IF s_os2 > -1.250655 AND v_Nc > 96239.450000 AND v_phi > 14386.000000 AND v_phi <= 16412.550000 AND s_htBleed > -0.128702 THEN 1 fault, COVERING: 0.061236155769917824, ERROR: 0.05032830279487091
